p3,p1_conf,p2,p3_conf,timestamp,retweet_count,truncated,img_num,text,name,p1,p2_dog,favorite_count,tweet_id,rating_numerator,jpg_url,p1_dog,retweeted,source,rating_denominator,p2_conf,p3_dog,dog_stages
Labrador Retriever,0.352486,Toy Poodle,0.0841643999999999,2017-02-03 01:16:53+00:00,3510,False,1,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",Ralphie,Golden Retriever,True,17523,827324948884643840,12,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,True,False,Twitter for iPhone,10,0.178884,True,None
Labrador Retriever,0.325638,Golden Retriever,0.116087,2017-02-03 19:31:54+00:00,1082,False,1,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,Tucker,Pembroke,True,8143,827600520311402496,13,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,True,False,Twitter for iPhone,10,0.317235,True,None
Saint Bernard,0.285555,Border Collie,0.143245,2017-02-03 23:04:02+00:00,3433,False,1,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,Boots,Collie,True,16983,827653905312006145,12,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,True,False,Twitter for iPhone,10,0.217306,True,None
Kelpie,0.8061149999999999,Tibetan Mastiff,0.0381482,2017-02-04 17:34:40+00:00,5987,False,2,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,Kona,German Shepherd,True,22180,827933404142436356,12,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,True,False,Twitter for iPhone,10,0.104831,True,pupper
Bull Mastiff,0.936662,Staffordshire Bullterrier,0.0171834,2017-02-04 22:45:42+00:00,2451,False,1,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,Brutus,American Staffordshire Terrier,True,11411,828011680017821696,11,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,True,False,Twitter for iPhone,10,0.0329990999999999,True,None
Boathouse,0.272972,Window Screen,0.0463925,2017-02-05 01:04:17+00:00,3260,False,3,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9,Sailer,Patio,False,12923,828046555563323392,13,https://pbs.twimg.com/media/C33P8PrUcAMiQQs.jpg,False,False,Twitter for iPhone,10,0.131295,False,None
No Image,0.0,No Image,0.0,2017-02-05 21:56:51+00:00,195,False,0,Beebop and Doobert should start a band 12/10 would listen,None,No Image,False,2408,828361771580813312,12,No Image,False,False,Twitter Web Client,10,0.0,False,None
Tibetan Mastiff,0.663047,Eskimo Dog,0.0409488,2017-02-05 22:40:03+00:00,3344,False,1,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,Alexander,Malamute,True,13756,828372645993398273,12,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,True,False,Twitter for iPhone,10,0.207779,True,None
Chihuahua,0.5230859999999999,Staffordshire Bullterrier,0.0420894,2017-02-05 22:55:23+00:00,1216,False,1,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",Beebop,American Staffordshire Terrier,True,8112,828376505180889089,13,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,True,False,Twitter for iPhone,10,0.186168,True,None
Clumber,0.3925349999999999,Labrador Retriever,0.0817998,2017-02-05 23:15:47+00:00,2554,False,1,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,Doobert,Bedlington Terrier,True,13864,828381636999917570,14,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,True,False,Twitter for iPhone,10,0.0890217,True,doggo
American Staffordshire Terrier,0.1330329999999999,Chesapeake Bay Retriever,0.0650945,2017-02-06 01:03:14+00:00,1477,False,1,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,Bear,Weimaraner,True,8398,828408677031882754,12,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,True,False,Twitter for iPhone,10,0.092227,True,None
Standard Poodle,0.908457,Toy Poodle,0.0126671,2017-02-06 01:07:28+00:00,1305,False,1,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,Mutt,Teddy,True,6898,828409743546925057,12,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,False,False,Twitter for iPhone,10,0.0180397999999999,True,None
Vizsla,0.649209,Chesapeake Bay Retriever,0.0561999,2017-02-06 17:02:17+00:00,1544,False,1,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK",None,Golden Retriever,True,10467,828650029636317184,14,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,True,False,Twitter for iPhone,10,0.19856,True,None
Ice Lolly,0.942911,Mexican Hairless,0.00620647,2017-02-06 20:55:28+00:00,12882,False,1,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,Fiona,Hippopotamus,True,40241,828708714936930305,10,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,False,False,Twitter for iPhone,10,0.00838837,False,None
Polecat,0.765979,Chesapeake Bay Retriever,0.0272515999999999,2017-02-07 01:00:22+00:00,6746,False,1,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,Alfie,Seat Belt,True,28085,828770345708580865,13,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,False,False,Twitter for iPhone,10,0.0338986,False,None
Conch,0.312221,Dalmatian,0.130273,2017-02-07 17:00:28+00:00,18627,False,2,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,Dexter,Boxer,True,58302,829011960981237760,13,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,True,False,Twitter for iPhone,10,0.24404,False,None
Gibbon,0.57314,Cocker Spaniel,0.0941268999999999,2017-02-08 01:35:19+00:00,8530,False,2,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,Malcolm,Golden Retriever,True,26952,829141528400556032,12,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,True,False,Twitter for iPhone,10,0.111159,False,None
Chesapeake Bay Retriever,0.757547,American Staffordshire Terrier,0.0475226999999999,2017-02-08 17:00:26+00:00,10706,False,1,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,Astrid,Staffordshire Bullterrier,True,38074,829374341691346946,13,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,True,False,Twitter for iPhone,10,0.14995,True,doggo
Pekinese,0.315163,Golden Retriever,0.132791,2017-02-08 22:00:52+00:00,2329,False,1,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,None,Labrador Retriever,True,11519,829449946868879360,11,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,True,False,Twitter for iPhone,10,0.1532099999999999,True,doggo
Pug,0.950851,Pekinese,0.0110936,2017-02-09 01:27:41+00:00,12224,False,1,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,Leo,French Bulldog,True,34913,829501995190984704,12,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,True,False,Twitter for iPhone,10,0.0151996,True,None
American Staffordshire Terrier,0.394486,Staffordshire Bullterrier,0.0312916,2017-02-10 01:15:49+00:00,2243,False,1,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,Mia,Border Terrier,True,13441,829861396166877184,12,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,True,False,Twitter for iPhone,10,0.3765739999999999,True,None
Pekinese,0.442713,Pomeranian,0.125745,2017-02-10 16:53:37+00:00,3455,False,4,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",Samson,Toy Poodle,True,10804,830097400375152640,13,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,True,False,Twitter for iPhone,10,0.142073,True,None
Pug,0.908703,Seat Belt,0.0119335,2017-02-12 01:04:29+00:00,19297,False,1,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Lilly,Labrador Retriever,False,73397,830583320585068544,13,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,True,False,Twitter for iPhone,10,0.0570909,True,None
English Setter,0.451516,Golden Retriever,0.132759,2017-02-13 01:46:03+00:00,1735,False,1,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,Reggie,Kuvasz,True,8735,830956169170665475,12,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,True,False,Twitter for iPhone,10,0.317196,True,None
Doormat,0.263323,Brittany Spaniel,0.193414,2017-02-13 22:03:49+00:00,2350,False,1,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,Tucker,Cocker Spaniel,True,13066,831262627380748289,12,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,True,False,Twitter for iPhone,10,0.20055,False,None
Labrador Retriever,0.3693889999999999,Kelpie,0.0747273,2017-02-14 01:09:44+00:00,2786,False,1,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,Scooter,Doberman,True,12819,831309418084069378,12,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,True,False,Twitter for iPhone,10,0.132449,True,None
Bouvier Des Flandres,0.982755,Soft-Coated Wheaten Terrier,0.0046928,2017-02-14 01:35:49+00:00,1264,False,4,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,None,Briard,True,7117,831315979191906304,13,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,True,False,Twitter Web Client,10,0.00908435,True,pupper
Guinea Pig,0.999715,Tibetan Terrier,4.1184300000000005e-05,2017-02-14 02:02:51+00:00,1744,False,1,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,Pete,Old English Sheepdog,True,10042,831322785565769729,12,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,True,False,Twitter for iPhone,10,4.62967e-05,False,doggo
French Bulldog,0.257415,Pembroke,0.0921429,2017-02-14 17:17:22+00:00,2632,False,1,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,Dutch,Chihuahua,True,9872,831552930092285952,13,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,True,False,Twitter for iPhone,10,0.161442,True,None
Norwegian Elkhound,0.530416,Siberian Husky,0.104314,2017-02-14 23:43:18+00:00,2243,False,1,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO",None,Eskimo Dog,True,7908,831650051525054464,13,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,True,False,Twitter for iPhone,10,0.180335,True,None
Appenzeller,0.6248020000000001,Cardigan,0.00392621,2017-02-15 01:04:21+00:00,2059,False,1,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,Daisy,Pembroke,True,11469,831670449226514432,13,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,True,False,Twitter for iPhone,10,0.362861,True,None
Leonberg,0.777562,Great Dane,0.0179431,2017-02-15 17:02:36+00:00,7458,False,4,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,Kuyu,Bloodhound,True,30380,831911600680497154,14,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,True,False,Twitter for iPhone,10,0.0474176,True,None
Grey Fox,0.153862,Marmot,0.0906441,2017-02-15 18:54:34+00:00,7031,False,1,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,Emanuel,Pomeranian,False,26404,831939777352105988,12,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,True,False,Twitter for iPhone,10,0.0912338999999999,False,doggo
Italian Greyhound,0.601712,Ibizan Hound,0.135055,2017-02-16 01:04:13+00:00,4746,False,1,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",Miguel,Whippet,True,13887,832032802820481025,12,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,True,False,Twitter for iPhone,10,0.152662,True,doggo
Pug,0.134081,Ice Bear,0.0443109,2017-02-16 17:00:25+00:00,2673,False,1,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,Smiley,Pembroke,False,12385,832273440279240704,14,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,True,False,Twitter for iPhone,10,0.0519278,True,doggo
Staffordshire Bullterrier,0.50469,German Short-Haired Pointer,0.0543385,2017-02-16 23:23:38+00:00,3652,False,1,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,Charlie,Kelpie,True,18792,832369877331693569,11,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,True,False,Twitter for iPhone,10,0.105208,True,None
Siamese Cat,0.988916,Brabancon Griffon,0.00112589,2017-02-17 01:13:34+00:00,2548,False,1,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,Eevee,Pekinese,True,13126,832397543355072512,12,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,True,False,Twitter for iPhone,10,0.0016768,False,None
Malamute,0.5250319999999999,Siberian Husky,0.2168389999999999,2017-02-17 17:01:29+00:00,3220,False,1,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,Orion,Eskimo Dog,True,17379,832636094638288896,12,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,True,False,Twitter for iPhone,10,0.252238,True,None
No Image,0.0,No Image,0.0,2017-02-17 17:38:57+00:00,594,False,0,"There's going to be a dog terminal at JFK Airport. This is not a drill. 10/10  
https://t.co/dp5h9bCwU7",None,No Image,False,3195,832645525019123713,10,No Image,False,False,Twitter Web Client,10,0.0,False,None
No Image,0.0,No Image,0.0,2017-02-17 20:05:43+00:00,3368,False,0,Prosperous good boy 13/10 socioeconomic af https://t.co/8YlD5lxPbQ,None,No Image,False,13017,832682457690300417,13,No Image,False,False,Twitter for iPhone,10,0.0,False,None
Boston Bull,0.160888,Staffordshire Bullterrier,0.154368,2017-02-18 01:03:09+00:00,4127,False,2,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,Willow,Cardigan,True,18423,832757312314028032,13,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,True,False,Twitter for iPhone,10,0.159441,True,None
Bull Mastiff,0.539036,French Bulldog,0.0939285,2017-02-18 17:00:10+00:00,2522,False,1,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",Rhino,Boxer,True,14549,832998151111966721,13,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,True,False,Twitter for iPhone,10,0.317617,True,doggo
Shopping Cart,0.7105229999999999,Kelpie,0.0554755,2017-02-19 01:23:00+00:00,5513,False,3,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,Gidget,Cardigan,True,22133,833124694597443584,12,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,True,False,Twitter for iPhone,10,0.106102,False,pupper
Tibetan Mastiff,0.727039,Cocker Spaniel,0.0486941999999999,2017-02-20 00:53:27+00:00,2357,False,3,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,Poppy,Golden Retriever,True,16258,833479644947025920,13,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,True,False,Twitter for iPhone,10,0.0711398,True,None
Lakeland Terrier,0.918144,Maltese Dog,0.0202111,2017-02-20 17:00:04+00:00,3636,False,1,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,Bronte,West Highland White Terrier,True,22585,833722901757046785,13,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,True,False,Twitter for iPhone,10,0.0257207,True,None
Pembroke,0.438054,Kelpie,0.0964805,2017-02-20 23:50:09+00:00,3904,False,1,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,Charlie,Chihuahua,True,16728,833826103416520705,13,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,True,False,Twitter for iPhone,10,0.149706,True,None
Golden Retriever,0.4949689999999999,Great Pyrenees,0.141736,2017-02-21 02:17:06+00:00,2729,False,1,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,Bentley,Kuvasz,True,14661,833863086058651648,12,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,True,False,Twitter for iPhone,10,0.312632,True,None
Labrador Retriever,0.736759,Sleeping Bag,0.0452626999999999,2017-02-21 17:04:24+00:00,2512,False,1,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,Lipton,Bath Towel,False,14296,834086379323871233,12,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,False,False,Twitter for iPhone,10,0.0629591,True,None
No Image,0.0,No Image,0.0,2017-02-21 17:18:39+00:00,2427,False,0,DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0,None,No Image,False,10971,834089966724603904,10,No Image,False,False,Twitter for iPhone,10,0.0,False,None
Water Buffalo,0.991682,Bison,0.00113025,2017-02-21 22:26:07+00:00,4130,False,1,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,Sunshine,Ox,False,17194,834167344700198914,11,https://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,False,False,Twitter for iPhone,10,0.00533452,False,None
